;^GSPC
02/07/2021;4352.33984375
06/07/2021;4343.5400390625
07/07/2021;4358.1298828125
08/07/2021;4320.81982421875
09/07/2021;4369.5498046875
12/07/2021;4384.6298828125
13/07/2021;4369.2099609375
14/07/2021;4374.2998046875
15/07/2021;4360.02978515625
16/07/2021;4327.16015625
19/07/2021;4258.490234375
20/07/2021;4323.06005859375
21/07/2021;4358.68994140625
22/07/2021;4367.47998046875
23/07/2021;4411.7900390625
26/07/2021;4422.2998046875
27/07/2021;4401.4599609375
28/07/2021;4400.64013671875
29/07/2021;4419.14990234375
30/07/2021;4395.259765625
02/08/2021;4387.16015625
03/08/2021;4423.14990234375
04/08/2021;4402.66015625
05/08/2021;4429.10009765625
06/08/2021;4436.52001953125
09/08/2021;4432.35009765625
10/08/2021;4436.75
11/08/2021;4442.41015625
12/08/2021;4460.830078125
13/08/2021;4468.0
16/08/2021;4479.7099609375
17/08/2021;4448.080078125
18/08/2021;4400.27001953125
19/08/2021;4405.7998046875
20/08/2021;4441.669921875
23/08/2021;4479.52978515625
24/08/2021;4486.22998046875
25/08/2021;4496.18994140625
26/08/2021;4470.0
27/08/2021;4509.3701171875
30/08/2021;4528.7900390625
31/08/2021;4522.68017578125
01/09/2021;4524.08984375
02/09/2021;4536.9501953125
03/09/2021;4535.43017578125
07/09/2021;4520.02978515625
08/09/2021;4514.06982421875
09/09/2021;4493.27978515625
10/09/2021;4458.580078125
13/09/2021;4468.72998046875
14/09/2021;4443.0498046875
15/09/2021;4480.7001953125
16/09/2021;4473.75
17/09/2021;4432.990234375
20/09/2021;4357.72998046875
21/09/2021;4354.18994140625
22/09/2021;4395.64013671875
23/09/2021;4448.97998046875
24/09/2021;4455.47998046875
27/09/2021;4443.10986328125
28/09/2021;4352.6298828125
29/09/2021;4359.4599609375
30/09/2021;4307.5400390625
01/10/2021;4357.0400390625
04/10/2021;4300.4599609375
05/10/2021;4345.72021484375
06/10/2021;4363.5498046875
07/10/2021;4399.759765625
08/10/2021;4391.33984375
11/10/2021;4361.18994140625
12/10/2021;4350.64990234375
13/10/2021;4363.7998046875
14/10/2021;4438.259765625
15/10/2021;4471.3701171875
18/10/2021;4486.4599609375
19/10/2021;4519.6298828125
20/10/2021;4536.18994140625
21/10/2021;4549.77978515625
22/10/2021;4544.89990234375
25/10/2021;4566.47998046875
26/10/2021;4574.7900390625
27/10/2021;4551.68017578125
28/10/2021;4596.419921875
29/10/2021;4605.3798828125
01/11/2021;4613.669921875
02/11/2021;4630.64990234375
03/11/2021;4660.56982421875
04/11/2021;4680.06005859375
05/11/2021;4697.52978515625
08/11/2021;4701.7001953125
09/11/2021;4685.25
10/11/2021;4646.7099609375
11/11/2021;4649.27001953125
12/11/2021;4682.85009765625
15/11/2021;4682.7998046875
16/11/2021;4700.89990234375
17/11/2021;4688.669921875
18/11/2021;4704.5400390625
19/11/2021;4697.9599609375
22/11/2021;4682.93994140625
23/11/2021;4690.7001953125
24/11/2021;4701.4599609375
26/11/2021;4594.6201171875
29/11/2021;4655.27001953125
30/11/2021;4567.0
01/12/2021;4513.0400390625
02/12/2021;4577.10009765625
03/12/2021;4538.43017578125
06/12/2021;4591.669921875
07/12/2021;4686.75
08/12/2021;4701.2099609375
09/12/2021;4667.4501953125
10/12/2021;4712.02001953125
13/12/2021;4668.97021484375
14/12/2021;4634.08984375
15/12/2021;4709.85009765625
16/12/2021;4668.669921875
17/12/2021;4620.64013671875
20/12/2021;4568.02001953125
21/12/2021;4649.22998046875
22/12/2021;4696.56005859375
23/12/2021;4725.7900390625
27/12/2021;4791.18994140625
28/12/2021;4786.35009765625
29/12/2021;4793.06005859375
30/12/2021;4778.72998046875
31/12/2021;4766.18017578125
03/01/2022;4796.56005859375
04/01/2022;4793.5400390625
05/01/2022;4700.580078125
06/01/2022;4696.0498046875
07/01/2022;4677.02978515625
10/01/2022;4670.2900390625
11/01/2022;4713.06982421875
12/01/2022;4726.35009765625
13/01/2022;4659.02978515625
14/01/2022;4662.85009765625
18/01/2022;4577.10986328125
19/01/2022;4532.759765625
20/01/2022;4482.72998046875
21/01/2022;4397.93994140625
24/01/2022;4410.1298828125
25/01/2022;4356.4501953125
26/01/2022;4349.93017578125
27/01/2022;4326.509765625
28/01/2022;4431.85009765625
31/01/2022;4515.5498046875
01/02/2022;4546.5400390625
02/02/2022;4589.3798828125
03/02/2022;4477.43994140625
04/02/2022;4500.52978515625
07/02/2022;4483.8701171875
08/02/2022;4521.5400390625
09/02/2022;4587.18017578125
10/02/2022;4504.080078125
11/02/2022;4418.64013671875
14/02/2022;4401.669921875
15/02/2022;4471.06982421875
16/02/2022;4475.009765625
17/02/2022;4380.259765625
18/02/2022;4348.8701171875
22/02/2022;4304.759765625
23/02/2022;4225.5
24/02/2022;4288.7001953125
25/02/2022;4384.64990234375
28/02/2022;4373.93994140625
01/03/2022;4306.259765625
02/03/2022;4386.5400390625
03/03/2022;4363.490234375
04/03/2022;4328.8701171875
07/03/2022;4201.08984375
